data_situacao_cadastral,motivo,uf,quantidade
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,2
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,2
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,7
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,6
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,5
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,8
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
2015-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,30
2015-12,OBITO DO MEI - TITULAR FALECIDO,ES,1
2015-12,OBITO DO MEI - TITULAR FALECIDO,PE,1
2015-12,OBITO DO MEI - TITULAR FALECIDO,RJ,2
2015-12,OBITO DO MEI - TITULAR FALECIDO,RN,1
2015-12,OBITO DO MEI - TITULAR FALECIDO,RS,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,3
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,3
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,3
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,15
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,2
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,3
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,6
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,2
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,5
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,5
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,26
2016-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,4
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AP,1
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,4
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,5
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,4
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,15
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,2
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,3
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,8
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,9
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,2
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,9
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,20
2016-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-02,OMISSAO CONTUMAZ,RJ,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,3
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AP,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,4
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,4
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,5
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,5
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,3
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,15
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,13
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,13
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,4
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2016-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,32
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,2
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,3
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,4
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,15
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,3
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,6
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,9
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
2016-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,20
2016-04,PEDIDO DE BAIXA INDEFERIDA,ES,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,3
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,7
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,16
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,2
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,3
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,5
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,9
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,5
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,23
2016-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,4
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,2
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,2
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,13
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,4
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,7
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,11
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,8
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,3
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,30
2016-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-06,OMISSAO DE DECLARACOES,MG,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,5
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,5
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,10
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,4
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,7
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,11
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2016-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,23
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,3
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,8
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,5
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,3
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,7
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,3
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,2
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,2
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,7
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,16
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,7
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,8
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,39
2016-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,5
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,13
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,10
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,7
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,7
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,28
2016-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,2
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,3
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,4
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,5
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,4
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,7
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,17
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,13
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,2
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,24
2016-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,2
2016-10,OMISSAO DE DECLARACOES,MG,1
2016-11,"BAIXA REGISTRADA NA JUNTA, INDEFERIDA NA RFB",DF,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,4
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,7
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,4
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,2
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,13
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,3
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,2
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,8
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,7
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,8
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,32
2016-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,2
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,3
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,3
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,6
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,5
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,8
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,5
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,8
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,5
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,4
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,7
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,3
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,36
2016-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2016-12,OBITO DO MEI - TITULAR FALECIDO,CE,1
2016-12,OBITO DO MEI - TITULAR FALECIDO,MG,2
2016-12,OBITO DO MEI - TITULAR FALECIDO,MT,2
2016-12,OBITO DO MEI - TITULAR FALECIDO,PR,2
2016-12,OBITO DO MEI - TITULAR FALECIDO,RJ,1
2016-12,OBITO DO MEI - TITULAR FALECIDO,RS,1
2016-12,OBITO DO MEI - TITULAR FALECIDO,SP,2
2016-12,OBITO DO MEI - TITULAR FALECIDO,TO,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,7
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,2
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,10
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,2
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,2
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,5
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,3
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,10
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,13
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,5
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,8
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,42
2017-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,3
2017-01,REGISTRO CANCELADO,MG,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,3
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,6
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,5
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,7
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,11
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,2
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,4
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,3
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2017-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,10
