uf,cidade,ativas,inativas,taxa_mortalidade
MG,SAO SEBASTIAO DO ANTA,0.0,2.0,1.0
MG,SAO SEBASTIAO DO PARAISO,11.0,27.0,0.7105263157894737
MG,SAO SEBASTIAO DO RIO PRETO,0.0,3.0,1.0
MG,SAO SEBASTIAO DO RIO VERDE,2.0,1.0,0.3333333333333333
MG,SAO TIAGO,2.0,4.0,0.6666666666666666
MG,SAO TOMAS DE AQUINO,0.0,1.0,1.0
MG,SAO TOME DAS LETRAS,3.0,1.0,0.25
MG,SAO VICENTE DE MINAS,1.0,3.0,0.75
MG,SAPUCAI-MIRIM,2.0,3.0,0.6
MG,SARDOA,0.0,1.0,1.0
MG,SARZEDO,7.0,12.0,0.631578947368421
MG,SENADOR AMARAL,1.0,0.0,0.0
MG,SENADOR CORTES,0.0,1.0,1.0
MG,SENADOR FIRMINO,0.0,1.0,1.0
MG,SENADOR MODESTINO GONCALVES,0.0,1.0,1.0
MG,SENHORA DE OLIVEIRA,0.0,2.0,1.0
MG,SENHORA DO PORTO,0.0,1.0,1.0
MG,SENHORA DOS REMEDIOS,1.0,1.0,0.5
MG,SERRA AZUL DE MINAS,1.0,0.0,0.0
MG,SERRA DO SALITRE,0.0,5.0,1.0
MG,SERRA DOS AIMORES,0.0,1.0,1.0
MG,SERRANIA,2.0,2.0,0.5
MG,SERRANOPOLIS DE MINAS,0.0,1.0,1.0
MG,SERRO,3.0,6.0,0.6666666666666666
MG,SETE LAGOAS,39.0,84.0,0.6829268292682927
MG,SILVIANOPOLIS,0.0,1.0,1.0
MG,SOBRALIA,0.0,1.0,1.0
MG,SOLEDADE DE MINAS,0.0,3.0,1.0
MG,TABULEIRO,1.0,0.0,0.0
MG,TAIOBEIRAS,2.0,2.0,0.5
MG,TAPARUBA,0.0,1.0,1.0
MG,TAPIRA,1.0,0.0,0.0
MG,TAPIRAI,0.0,1.0,1.0
MG,TAQUARACU DE MINAS,1.0,1.0,0.5
MG,TARUMIRIM,2.0,9.0,0.8181818181818182
MG,TEIXEIRAS,0.0,4.0,1.0
MG,TEOFILO OTONI,15.0,43.0,0.7413793103448276
MG,TIMOTEO,15.0,18.0,0.5454545454545454
MG,TIRADENTES,7.0,6.0,0.46153846153846156
MG,TIROS,0.0,1.0,1.0
MG,TOCANTINS,2.0,4.0,0.6666666666666666
MG,TOLEDO,1.0,2.0,0.6666666666666666
MG,TOMBOS,1.0,6.0,0.8571428571428571
MG,TRES CORACOES,7.0,34.0,0.8292682926829268
MG,TRES MARIAS,3.0,12.0,0.8
MG,TRES PONTAS,3.0,15.0,0.8333333333333334
MG,TUPACIGUARA,3.0,8.0,0.7272727272727273
MG,TURMALINA,1.0,1.0,0.5
MG,TURVOLANDIA,1.0,2.0,0.6666666666666666
MG,UBA,7.0,38.0,0.8444444444444444
MG,UBAI,1.0,2.0,0.6666666666666666
MG,UBAPORANGA,0.0,1.0,1.0
MG,UBERABA,52.0,106.0,0.6708860759493671
MG,UBERLANDIA,97.0,212.0,0.686084142394822
MG,UNAI,8.0,25.0,0.7575757575757576
MG,UNIAO DE MINAS,1.0,1.0,0.5
MG,URUANA DE MINAS,1.0,2.0,0.6666666666666666
MG,URUCANIA,2.0,3.0,0.6
MG,VARGEM ALEGRE,0.0,2.0,1.0
MG,VARGINHA,19.0,63.0,0.7682926829268293
MG,VARJAO DE MINAS,1.0,2.0,0.6666666666666666
MG,VARZEA DA PALMA,8.0,11.0,0.5789473684210527
MG,VARZELANDIA,0.0,2.0,1.0
MG,VAZANTE,3.0,6.0,0.6666666666666666
MG,VERISSIMO,2.0,1.0,0.3333333333333333
MG,VESPASIANO,14.0,23.0,0.6216216216216216
MG,VICOSA,10.0,27.0,0.7297297297297297
MG,VIEIRAS,0.0,2.0,1.0
MG,VIRGEM DA LAPA,1.0,2.0,0.6666666666666666
MG,VIRGINIA,1.0,3.0,0.75
MG,VIRGINOPOLIS,1.0,1.0,0.5
MG,VIRGOLANDIA,2.0,0.0,0.0
MG,VISCONDE DO RIO BRANCO,5.0,14.0,0.7368421052631579
MG,VOLTA GRANDE,0.0,5.0,1.0
MS,AGUA CLARA,4.0,5.0,0.5555555555555556
MS,AMAMBAI,2.0,4.0,0.6666666666666666
MS,ANASTACIO,2.0,3.0,0.6
MS,ANAURILANDIA,0.0,3.0,1.0
MS,ANGELICA,1.0,8.0,0.8888888888888888
MS,ANTONIO JOAO,2.0,0.0,0.0
MS,APARECIDA DO TABOADO,0.0,7.0,1.0
MS,AQUIDAUANA,4.0,8.0,0.6666666666666666
MS,ARAL MOREIRA,2.0,1.0,0.3333333333333333
MS,BANDEIRANTES,0.0,2.0,1.0
MS,BATAGUASSU,3.0,3.0,0.5
MS,BATAYPORA,0.0,2.0,1.0
MS,BELA VISTA,0.0,7.0,1.0
MS,BODOQUENA,2.0,2.0,0.5
MS,BONITO,2.0,11.0,0.8461538461538461
MS,BRASILANDIA,1.0,2.0,0.6666666666666666
MS,CAARAPO,4.0,10.0,0.7142857142857143
MS,CAMAPUA,2.0,5.0,0.7142857142857143
MS,CAMPO GRANDE,124.0,249.0,0.6675603217158177
MS,CASSILANDIA,3.0,7.0,0.7
MS,CHAPADAO DO SUL,4.0,6.0,0.6
MS,CORGUINHO,0.0,1.0,1.0
MS,CORONEL SAPUCAIA,2.0,1.0,0.3333333333333333
MS,CORUMBA,9.0,37.0,0.8043478260869565
MS,COSTA RICA,1.0,6.0,0.8571428571428571
MS,COXIM,4.0,12.0,0.75
MS,DEODAPOLIS,2.0,3.0,0.6
MS,DOIS IRMAOS DO BURITI,1.0,2.0,0.6666666666666666
MS,DOURADINA,0.0,1.0,1.0
MS,DOURADOS,23.0,49.0,0.6805555555555556
MS,ELDORADO,2.0,3.0,0.6
MS,FATIMA DO SUL,1.0,5.0,0.8333333333333334
MS,FIGUEIRAO,0.0,1.0,1.0
MS,GLORIA DE DOURADOS,4.0,3.0,0.42857142857142855
MS,GUIA LOPES DA LAGUNA,2.0,4.0,0.6666666666666666
MS,IGUATEMI,0.0,1.0,1.0
MS,INOCENCIA,1.0,2.0,0.6666666666666666
MS,ITAPORA,0.0,2.0,1.0
MS,IVINHEMA,1.0,3.0,0.75
MS,JARDIM,6.0,7.0,0.5384615384615384
MS,JATEI,0.0,1.0,1.0
MS,JUTI,1.0,1.0,0.5
MS,LADARIO,1.0,3.0,0.75
MS,LAGUNA CARAPA,1.0,2.0,0.6666666666666666
MS,MARACAJU,4.0,9.0,0.6923076923076923
MS,MIRANDA,1.0,3.0,0.75
MS,MUNDO NOVO,4.0,9.0,0.6923076923076923
MS,NAVIRAI,4.0,6.0,0.6
MS,NIOAQUE,2.0,6.0,0.75
MS,NOVA ALVORADA DO SUL,2.0,0.0,0.0
MS,NOVA ANDRADINA,3.0,13.0,0.8125
MS,NOVO HORIZONTE DO SUL,0.0,2.0,1.0
MS,PARAISO DAS AGUAS,2.0,1.0,0.3333333333333333
MS,PARANAIBA,8.0,11.0,0.5789473684210527
MS,PARANHOS,1.0,0.0,0.0
MS,PEDRO GOMES,3.0,1.0,0.25
MS,PONTA PORA,13.0,19.0,0.59375
MS,RIBAS DO RIO PARDO,4.0,10.0,0.7142857142857143
MS,RIO BRILHANTE,5.0,4.0,0.4444444444444444
MS,RIO NEGRO,1.0,0.0,0.0
MS,RIO VERDE DE MATO GROSSO,2.0,3.0,0.6
MS,SANTA RITA DO PARDO,1.0,2.0,0.6666666666666666
MS,SAO GABRIEL DO OESTE,5.0,4.0,0.4444444444444444
MS,SELVIRIA,2.0,3.0,0.6
MS,SETE QUEDAS,0.0,2.0,1.0
MS,SIDROLANDIA,6.0,10.0,0.625
MS,SONORA,2.0,3.0,0.6
MS,TERENOS,1.0,3.0,0.75
MS,TRES LAGOAS,24.0,35.0,0.5932203389830508
MS,VICENTINA,0.0,1.0,1.0
MT,AGUA BOA,2.0,6.0,0.75
MT,ALTA FLORESTA,6.0,16.0,0.7272727272727273
MT,ALTO ARAGUAIA,1.0,3.0,0.75
MT,ALTO GARCAS,0.0,1.0,1.0
MT,ALTO TAQUARI,4.0,2.0,0.3333333333333333
MT,ARAGUAIANA,1.0,2.0,0.6666666666666666
MT,ARAPUTANGA,1.0,1.0,0.5
MT,ARENAPOLIS,1.0,1.0,0.5
MT,ARIPUANA,3.0,6.0,0.6666666666666666
MT,BARAO DE MELGACO,1.0,1.0,0.5
MT,BARRA DO BUGRES,5.0,7.0,0.5833333333333334
MT,BARRA DO GARCAS,9.0,18.0,0.6666666666666666
MT,BOM JESUS DO ARAGUAIA,0.0,1.0,1.0
MT,BRASNORTE,5.0,5.0,0.5
MT,CACERES,9.0,24.0,0.7272727272727273
MT,CAMPINAPOLIS,1.0,1.0,0.5
MT,CAMPO NOVO DO PARECIS,7.0,17.0,0.7083333333333334
MT,CAMPO VERDE,5.0,15.0,0.75
MT,CAMPOS DE JULIO,4.0,3.0,0.42857142857142855
MT,CANABRAVA DO NORTE,1.0,0.0,0.0
MT,CANARANA,5.0,8.0,0.6153846153846154
MT,CARLINDA,0.0,1.0,1.0
MT,CASTANHEIRA,2.0,1.0,0.3333333333333333
MT,CHAPADA DOS GUIMARAES,7.0,7.0,0.5
MT,CLAUDIA,1.0,3.0,0.75
MT,COCALINHO,0.0,1.0,1.0
MT,COLIDER,3.0,6.0,0.6666666666666666
MT,COLNIZA,0.0,5.0,1.0
MT,COMODORO,3.0,6.0,0.6666666666666666
MT,CONFRESA,5.0,5.0,0.5
MT,COTRIGUACU,1.0,1.0,0.5
MT,CUIABA,108.0,204.0,0.6538461538461539
MT,CURVELANDIA,1.0,1.0,0.5
MT,DENISE,0.0,1.0,1.0
MT,DIAMANTINO,5.0,9.0,0.6428571428571429
MT,DOM AQUINO,1.0,2.0,0.6666666666666666
MT,FELIZ NATAL,0.0,1.0,1.0
MT,GAUCHA DO NORTE,0.0,4.0,1.0
MT,GENERAL CARNEIRO,0.0,1.0,1.0
MT,GLORIA D'OESTE,0.0,1.0,1.0
MT,GUARANTA DO NORTE,3.0,3.0,0.5
MT,GUIRATINGA,1.0,0.0,0.0
MT,IPIRANGA DO NORTE,2.0,0.0,0.0
MT,ITANHANGA,0.0,3.0,1.0
MT,ITAUBA,0.0,3.0,1.0
MT,ITIQUIRA,1.0,2.0,0.6666666666666666
MT,JACIARA,8.0,8.0,0.5
MT,JANGADA,1.0,0.0,0.0
MT,JAURU,1.0,4.0,0.8
MT,JUARA,4.0,6.0,0.6
MT,JUINA,8.0,13.0,0.6190476190476191
MT,JURUENA,1.0,1.0,0.5
MT,JUSCIMEIRA,2.0,3.0,0.6
MT,LAMBARI D'OESTE,1.0,0.0,0.0
MT,LUCAS DO RIO VERDE,10.0,21.0,0.6774193548387096
MT,MARCELANDIA,1.0,3.0,0.75
MT,MATUPA,3.0,4.0,0.5714285714285714
MT,MIRASSOL D'OESTE,1.0,4.0,0.8
MT,NOBRES,3.0,4.0,0.5714285714285714
MT,NORTELANDIA,0.0,2.0,1.0
MT,NOSSA SENHORA DO LIVRAMENTO,0.0,3.0,1.0
MT,NOVA BANDEIRANTES,5.0,1.0,0.16666666666666666
MT,NOVA BRASILANDIA,0.0,3.0,1.0
MT,NOVA CANAA DO NORTE,0.0,2.0,1.0
MT,NOVA LACERDA,0.0,1.0,1.0
MT,NOVA MARILANDIA,0.0,2.0,1.0
MT,NOVA MARINGA,1.0,2.0,0.6666666666666666
MT,NOVA MONTE VERDE,1.0,1.0,0.5
MT,NOVA MUTUM,11.0,13.0,0.5416666666666666
MT,NOVA OLIMPIA,3.0,3.0,0.5
MT,NOVA SANTA HELENA,2.0,2.0,0.5
MT,NOVA UBIRATA,1.0,3.0,0.75
MT,NOVA XAVANTINA,5.0,7.0,0.5833333333333334
MT,NOVO HORIZONTE DO NORTE,1.0,0.0,0.0
MT,NOVO MUNDO,2.0,2.0,0.5
MT,NOVO SANTO ANTONIO,1.0,1.0,0.5
MT,PARANAITA,2.0,6.0,0.75
MT,PARANATINGA,11.0,8.0,0.42105263157894735
MT,PEDRA PRETA,0.0,2.0,1.0
MT,PEIXOTO DE AZEVEDO,1.0,5.0,0.8333333333333334
MT,POCONE,2.0,5.0,0.7142857142857143
MT,PONTAL DO ARAGUAIA,4.0,1.0,0.2
MT,PONTES E LACERDA,5.0,14.0,0.7368421052631579
MT,PORTO ALEGRE DO NORTE,0.0,1.0,1.0
MT,PORTO DOS GAUCHOS,1.0,3.0,0.75
MT,POXOREU,1.0,3.0,0.75
MT,PRIMAVERA DO LESTE,10.0,24.0,0.7058823529411765
MT,QUERENCIA,5.0,5.0,0.5
MT,RESERVA DO CABACAL,1.0,2.0,0.6666666666666666
MT,RIBEIRAO CASCALHEIRA,1.0,1.0,0.5
MT,RIBEIRAOZINHO,0.0,1.0,1.0
MT,RIO BRANCO,0.0,1.0,1.0
MT,RONDOLANDIA,0.0,1.0,1.0
MT,RONDONOPOLIS,22.0,65.0,0.7471264367816092
MT,ROSARIO OESTE,2.0,4.0,0.6666666666666666
MT,SANTA CRUZ DO XINGU,1.0,2.0,0.6666666666666666
MT,SANTA RITA DO TRIVELATO,1.0,1.0,0.5
MT,SANTA TEREZINHA,1.0,1.0,0.5
MT,SANTO ANTONIO DO LESTE,1.0,0.0,0.0
MT,SANTO ANTONIO DO LEVERGER,3.0,2.0,0.4
MT,SAO JOSE DO RIO CLARO,0.0,2.0,1.0
MT,SAO JOSE DO XINGU,3.0,1.0,0.25
MT,SAO JOSE DOS QUATRO MARCOS,1.0,4.0,0.8
MT,SAO PEDRO DA CIPA,0.0,1.0,1.0
MT,SAPEZAL,5.0,8.0,0.6153846153846154
MT,SINOP,30.0,57.0,0.6551724137931034
MT,SORRISO,11.0,16.0,0.5925925925925926
MT,TABAPORA,1.0,1.0,0.5
MT,TANGARA DA SERRA,15.0,24.0,0.6153846153846154
MT,TAPURAH,3.0,5.0,0.625
MT,TERRA NOVA DO NORTE,2.0,3.0,0.6
MT,TORIXOREU,0.0,1.0,1.0
MT,UNIAO DO SUL,1.0,0.0,0.0
MT,VALE DE SAO DOMINGOS,0.0,1.0,1.0
MT,VARZEA GRANDE,23.0,60.0,0.7228915662650602
MT,VERA,1.0,0.0,0.0
MT,VILA BELA DA SANTISSIMA TRINDADE,2.0,3.0,0.6
MT,VILA RICA,3.0,1.0,0.25
PA,ABAETETUBA,5.0,12.0,0.7058823529411765
PA,ACARA,1.0,0.0,0.0
PA,AFUA,0.0,1.0,1.0
PA,AGUA AZUL DO NORTE,2.0,0.0,0.0
PA,ALMEIRIM,4.0,6.0,0.6
PA,ALTAMIRA,16.0,12.0,0.42857142857142855
PA,ANANINDEUA,48.0,89.0,0.6496350364963503
PA,ANAPU,2.0,3.0,0.6
PA,AUGUSTO CORREA,1.0,0.0,0.0
PA,AVEIRO,0.0,1.0,1.0
PA,BAGRE,0.0,1.0,1.0
PA,BAIAO,0.0,1.0,1.0
PA,BANNACH,1.0,0.0,0.0
PA,BARCARENA,9.0,15.0,0.625
PA,BELEM,138.0,298.0,0.6834862385321101
PA,BELTERRA,2.0,3.0,0.6
PA,BENEVIDES,6.0,6.0,0.5
PA,BOM JESUS DO TOCANTINS,0.0,1.0,1.0
PA,BRAGANCA,3.0,4.0,0.5714285714285714
PA,BRASIL NOVO,2.0,0.0,0.0
PA,BREU BRANCO,1.0,2.0,0.6666666666666666
PA,BREVES,4.0,7.0,0.6363636363636364
PA,BUJARU,0.0,1.0,1.0
PA,CACHOEIRA DO ARARI,0.0,1.0,1.0
PA,CAMETA,3.0,3.0,0.5
PA,CANAA DOS CARAJAS,7.0,7.0,0.5
PA,CAPANEMA,4.0,4.0,0.5
PA,CAPITAO POCO,3.0,2.0,0.4
PA,CASTANHAL,8.0,29.0,0.7837837837837838
PA,CHAVES,1.0,0.0,0.0
PA,COLARES,1.0,1.0,0.5
PA,CONCEICAO DO ARAGUAIA,1.0,4.0,0.8
PA,CUMARU DO NORTE,0.0,3.0,1.0
PA,CURIONOPOLIS,1.0,1.0,0.5
PA,CURUCA,1.0,2.0,0.6666666666666666
PA,DOM ELISEU,1.0,2.0,0.6666666666666666
PA,ELDORADO DOS CARAJAS,0.0,2.0,1.0
PA,GOIANESIA DO PARA,1.0,1.0,0.5
PA,IGARAPE-ACU,1.0,0.0,0.0
PA,IGARAPE-MIRI,1.0,3.0,0.75
PA,INHANGAPI,1.0,0.0,0.0
PA,IPIXUNA DO PARA,3.0,2.0,0.4
PA,IRITUIA,1.0,0.0,0.0
PA,ITAITUBA,8.0,7.0,0.4666666666666667
PA,ITUPIRANGA,1.0,2.0,0.6666666666666666
PA,JACAREACANGA,1.0,3.0,0.75
PA,JACUNDA,2.0,2.0,0.5
PA,JURUTI,4.0,8.0,0.6666666666666666
PA,MARABA,23.0,38.0,0.6229508196721312
PA,MARACANA,0.0,2.0,1.0
PA,MARITUBA,11.0,13.0,0.5416666666666666
PA,MEDICILANDIA,2.0,0.0,0.0
PA,MOCAJUBA,0.0,1.0,1.0
PA,MOJU,0.0,2.0,1.0
PA,MOJUI DOS CAMPOS,0.0,3.0,1.0
PA,MONTE ALEGRE,1.0,0.0,0.0
PA,MUANA,0.0,1.0,1.0
PA,NOVA ESPERANCA DO PIRIA,1.0,2.0,0.6666666666666666
PA,NOVA TIMBOTEUA,0.0,2.0,1.0
PA,NOVO PROGRESSO,3.0,11.0,0.7857142857142857
PA,NOVO REPARTIMENTO,1.0,1.0,0.5
PA,OBIDOS,2.0,4.0,0.6666666666666666
PA,OEIRAS DO PARA,0.0,2.0,1.0
PA,ORIXIMINA,4.0,4.0,0.5
PA,OURILANDIA DO NORTE,3.0,2.0,0.4
PA,PACAJA,0.0,2.0,1.0
PA,PALESTINA DO PARA,0.0,1.0,1.0
PA,PARAGOMINAS,10.0,6.0,0.375
PA,PARAUAPEBAS,15.0,35.0,0.7
PA,PAU D'ARCO,2.0,2.0,0.5
PA,PLACAS,1.0,0.0,0.0
PA,PONTA DE PEDRAS,3.0,1.0,0.25
PA,PORTEL,3.0,3.0,0.5
PA,PRAINHA,1.0,0.0,0.0
PA,QUATIPURU,0.0,1.0,1.0
PA,REDENCAO,11.0,7.0,0.3888888888888889
PA,RIO MARIA,2.0,3.0,0.6
PA,RONDON DO PARA,3.0,5.0,0.625
PA,RUROPOLIS,0.0,2.0,1.0
PA,SALINOPOLIS,0.0,6.0,1.0
PA,SALVATERRA,1.0,2.0,0.6666666666666666
PA,SANTA BARBARA DO PARA,0.0,3.0,1.0
PA,SANTA ISABEL DO PARA,2.0,7.0,0.7777777777777778
PA,SANTA MARIA DAS BARREIRAS,2.0,2.0,0.5
PA,SANTA MARIA DO PARA,0.0,1.0,1.0
PA,SANTANA DO ARAGUAIA,3.0,4.0,0.5714285714285714
PA,SANTAREM,35.0,37.0,0.5138888888888888
PA,SANTO ANTONIO DO TAUA,1.0,1.0,0.5
PA,SAO CAETANO DE ODIVELAS,2.0,0.0,0.0
PA,SAO DOMINGOS DO ARAGUAIA,2.0,1.0,0.3333333333333333
PA,SAO DOMINGOS DO CAPIM,0.0,1.0,1.0
PA,SAO FELIX DO XINGU,4.0,5.0,0.5555555555555556
PA,SAO FRANCISCO DO PARA,1.0,0.0,0.0
PA,SAO GERALDO DO ARAGUAIA,1.0,0.0,0.0
PA,SAO JOAO DA PONTA,0.0,1.0,1.0
PA,SAO JOAO DE PIRABAS,2.0,0.0,0.0
PA,SAO MIGUEL DO GUAMA,0.0,2.0,1.0
PA,SAPUCAIA,1.0,0.0,0.0
PA,SENADOR JOSE PORFIRIO,0.0,1.0,1.0
PA,SOURE,2.0,3.0,0.6
PA,TAILANDIA,1.0,1.0,0.5
PA,TOME-ACU,6.0,6.0,0.5
PA,TRACUATEUA,0.0,2.0,1.0
PA,TRAIRAO,2.0,0.0,0.0
PA,TUCUMA,2.0,1.0,0.3333333333333333
PA,TUCURUI,6.0,2.0,0.25
PA,ULIANOPOLIS,1.0,1.0,0.5
PA,URUARA,0.0,1.0,1.0
PA,VIGIA,2.0,1.0,0.3333333333333333
PA,VISEU,1.0,4.0,0.8
PA,VITORIA DO XINGU,1.0,2.0,0.6666666666666666
PA,XINGUARA,1.0,3.0,0.75
PB,AGUIAR,0.0,1.0,1.0
PB,ALAGOA GRANDE,1.0,3.0,0.75
PB,ALAGOA NOVA,0.0,1.0,1.0
PB,ALAGOINHA,1.0,2.0,0.6666666666666666
PB,ALHANDRA,1.0,2.0,0.6666666666666666
PB,APARECIDA,1.0,0.0,0.0
PB,ARARA,0.0,2.0,1.0
PB,ARARUNA,0.0,1.0,1.0
PB,AREIA,2.0,2.0,0.5
PB,AROEIRAS,1.0,0.0,0.0
PB,ASSUNCAO,0.0,1.0,1.0
PB,BAIA DA TRAICAO,1.0,2.0,0.6666666666666666
PB,BANANEIRAS,4.0,1.0,0.2
PB,BARAUNA,1.0,0.0,0.0
PB,BARRA DE SANTA ROSA,1.0,1.0,0.5
PB,BARRA DE SAO MIGUEL,0.0,1.0,1.0
PB,BAYEUX,6.0,16.0,0.7272727272727273
PB,BELEM,0.0,3.0,1.0
PB,BOA VENTURA,1.0,0.0,0.0
PB,BOA VISTA,1.0,0.0,0.0
PB,BOM JESUS,0.0,1.0,1.0
PB,BONITO DE SANTA FE,0.0,1.0,1.0
PB,CAAPORA,0.0,2.0,1.0
PB,CABACEIRAS,1.0,2.0,0.6666666666666666
PB,CABEDELO,9.0,24.0,0.7272727272727273
PB,CACHOEIRA DOS INDIOS,1.0,0.0,0.0
PB,CACIMBA DE AREIA,0.0,1.0,1.0
PB,CACIMBA DE DENTRO,1.0,1.0,0.5
PB,CAICARA,1.0,0.0,0.0
PB,CAJAZEIRAS,6.0,6.0,0.5
PB,CALDAS BRANDAO,0.0,1.0,1.0
PB,CAMALAU,1.0,1.0,0.5
PB,CAMPINA GRANDE,37.0,82.0,0.6890756302521008
PB,CATOLE DO ROCHA,2.0,4.0,0.6666666666666666
PB,CATURITE,0.0,1.0,1.0
PB,CONCEICAO,1.0,1.0,0.5
PB,CONDADO,1.0,2.0,0.6666666666666666
PB,CONDE,3.0,7.0,0.7
PB,CRUZ DO ESPIRITO SANTO,0.0,3.0,1.0
PB,CUBATI,0.0,1.0,1.0
PB,CUITE,0.0,5.0,1.0
PB,CUITE DE MAMANGUAPE,1.0,0.0,0.0
PB,CUITEGI,1.0,2.0,0.6666666666666666
PB,DAMIAO,1.0,0.0,0.0
PB,DIAMANTE,0.0,1.0,1.0
PB,DONA INES,3.0,0.0,0.0
PB,DUAS ESTRADAS,0.0,1.0,1.0
PB,ESPERANCA,0.0,1.0,1.0
PB,FAGUNDES,1.0,0.0,0.0
PB,FREI MARTINHO,1.0,0.0,0.0
PB,GADO BRAVO,0.0,1.0,1.0
PB,GUARABIRA,4.0,7.0,0.6363636363636364
PB,GURINHEM,0.0,2.0,1.0
PB,GURJAO,0.0,1.0,1.0
PB,INGA,0.0,1.0,1.0
PB,ITABAIANA,3.0,4.0,0.5714285714285714
PB,ITAPORANGA,2.0,2.0,0.5
PB,ITAPOROROCA,0.0,1.0,1.0
PB,JACARAU,1.0,0.0,0.0
PB,JOAO PESSOA,95.0,178.0,0.652014652014652
PB,JUNCO DO SERIDO,1.0,0.0,0.0
PB,JURIPIRANGA,0.0,2.0,1.0
PB,LAGOA DE DENTRO,0.0,1.0,1.0
PB,LAGOA SECA,0.0,3.0,1.0
PB,LOGRADOURO,0.0,1.0,1.0
PB,LUCENA,1.0,1.0,0.5
PB,MALTA,0.0,1.0,1.0
PB,MAMANGUAPE,7.0,1.0,0.125
PB,MANAIRA,1.0,0.0,0.0
PB,MARI,1.0,2.0,0.6666666666666666
PB,MARIZOPOLIS,0.0,1.0,1.0
PB,MATO GROSSO,1.0,0.0,0.0
PB,MOGEIRO,1.0,0.0,0.0
PB,MONTEIRO,2.0,2.0,0.5
PB,NATUBA,1.0,1.0,0.5
PB,NAZAREZINHO,0.0,1.0,1.0
PB,NOVA OLINDA,1.0,0.0,0.0
PB,NOVA PALMEIRA,0.0,1.0,1.0
PB,PATOS,5.0,16.0,0.7619047619047619
PB,PEDRA LAVRADA,1.0,1.0,0.5
PB,PIANCO,2.0,0.0,0.0
PB,PICUI,0.0,2.0,1.0
PB,PILAR,1.0,1.0,0.5
PB,PIRPIRITUBA,1.0,1.0,0.5
PB,PITIMBU,1.0,1.0,0.5
PB,POCINHOS,2.0,0.0,0.0
PB,POCO DE JOSE DE MOURA,1.0,1.0,0.5
PB,POMBAL,3.0,0.0,0.0
PB,PRINCESA ISABEL,1.0,1.0,0.5
PB,QUEIMADAS,4.0,4.0,0.5
PB,REMIGIO,0.0,1.0,1.0
PB,RIACHAO DO BACAMARTE,0.0,1.0,1.0
PB,RIO TINTO,0.0,3.0,1.0
PB,SALGADO DE SAO FELIX,0.0,1.0,1.0
PB,SANTA CECILIA,2.0,0.0,0.0
PB,SANTA INES,1.0,0.0,0.0
PB,SANTA LUZIA,3.0,2.0,0.4
PB,SANTA RITA,16.0,19.0,0.5428571428571428
PB,SANTA TERESINHA,0.0,1.0,1.0
PB,SANTANA DE MANGUEIRA,1.0,0.0,0.0
PB,SAO BENTO,6.0,1.0,0.14285714285714285
PB,SAO JOSE DE CAIANA,0.0,1.0,1.0
PB,SAO JOSE DE PIRANHAS,0.0,2.0,1.0
PB,SAO JOSE DOS CORDEIROS,1.0,0.0,0.0
PB,SAO JOSE DOS RAMOS,1.0,1.0,0.5
PB,SAO MAMEDE,2.0,4.0,0.6666666666666666
PB,SAO SEBASTIAO DE LAGOA DE ROCA,0.0,1.0,1.0
PB,SAPE,4.0,3.0,0.42857142857142855
PB,SERRA BRANCA,0.0,2.0,1.0
PB,SOLANEA,2.0,2.0,0.5
PB,SOLEDADE,1.0,2.0,0.6666666666666666
PB,SOUSA,4.0,7.0,0.6363636363636364
PB,SUME,1.0,3.0,0.75
PB,TACIMA,1.0,0.0,0.0
PB,TAPEROA,1.0,3.0,0.75
PB,TAVARES,1.0,2.0,0.6666666666666666
PB,TEIXEIRA,0.0,1.0,1.0
PB,TRIUNFO,2.0,0.0,0.0
PB,UIRAUNA,1.0,6.0,0.8571428571428571
PE,ABREU E LIMA,6.0,16.0,0.7272727272727273
PE,AFOGADOS DA INGAZEIRA,5.0,6.0,0.5454545454545454
PE,AFRANIO,1.0,3.0,0.75
PE,AGRESTINA,3.0,1.0,0.25
PE,AGUA PRETA,3.0,2.0,0.4
PE,AGUAS BELAS,1.0,0.0,0.0
PE,ALIANCA,0.0,2.0,1.0
PE,ALTINHO,1.0,0.0,0.0
PE,ANGELIM,0.0,1.0,1.0
PE,ARACOIABA,0.0,3.0,1.0
PE,ARARIPINA,6.0,7.0,0.5384615384615384
PE,ARCOVERDE,8.0,12.0,0.6
PE,BARRA DE GUABIRABA,0.0,1.0,1.0
PE,BARREIROS,0.0,4.0,1.0
PE,BELEM DE MARIA,1.0,1.0,0.5
PE,BELEM DO SAO FRANCISCO,1.0,2.0,0.6666666666666666
PE,BELO JARDIM,3.0,6.0,0.6666666666666666
PE,BEZERROS,4.0,5.0,0.5555555555555556
PE,BOM CONSELHO,4.0,0.0,0.0
PE,BONITO,1.0,1.0,0.5
PE,BREJO DA MADRE DE DEUS,0.0,1.0,1.0
PE,BUENOS AIRES,1.0,0.0,0.0
PE,BUIQUE,2.0,1.0,0.3333333333333333
PE,CABO DE SANTO AGOSTINHO,17.0,31.0,0.6458333333333334
PE,CABROBO,3.0,2.0,0.4
PE,CACHOEIRINHA,0.0,1.0,1.0
PE,CAMARAGIBE,13.0,32.0,0.7111111111111111
PE,CAMOCIM DE SAO FELIX,0.0,1.0,1.0
PE,CAMUTANGA,0.0,1.0,1.0
PE,CANHOTINHO,0.0,1.0,1.0
PE,CARNAIBA,0.0,1.0,1.0
